index,fname,label,real_int,real_str
8115.0,8115.png,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]","5, 2, 2, 0","Sandal, Pullover, Pullover, T-shirt/top"
8116.0,8116.png,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 1]","1, 8, 9, 6","Trouser, Bag, Ankle boot, Shirt"
8117.0,8117.png,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1]","9, 5, 4, 7","Ankle boot, Sandal, Coat, Sneaker"
8118.0,8118.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","7, 1, 8, 7","Sneaker, Trouser, Bag, Sneaker"
8119.0,8119.png,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","6, 0, 0, 6","Shirt, T-shirt/top, T-shirt/top, Shirt"
8120.0,8120.png,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","2, 4, 0, 4","Pullover, Coat, T-shirt/top, Coat"
8121.0,8121.png,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","7, 5, 7, 8","Sneaker, Sandal, Sneaker, Bag"
8122.0,8122.png,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]","9, 0, 3, 3","Ankle boot, T-shirt/top, Dress, Dress"
8123.0,8123.png,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","2, 0, 4, 4","Pullover, T-shirt/top, Coat, Coat"
8124.0,8124.png,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","0, 2, 5, 7","T-shirt/top, Pullover, Sandal, Sneaker"
8125.0,8125.png,"[0, 1, 0, 0, 1, 1, 1, 0, 0, 0]","6, 4, 5, 1","Shirt, Coat, Sandal, Trouser"
8126.0,8126.png,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0]","0, 6, 4, 8","T-shirt/top, Shirt, Coat, Bag"
8127.0,8127.png,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1]","5, 9, 7, 4","Sandal, Ankle boot, Sneaker, Coat"
8128.0,8128.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","8, 7, 1, 7","Bag, Sneaker, Trouser, Sneaker"
8129.0,8129.png,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]","0, 4, 6, 3","T-shirt/top, Coat, Shirt, Dress"
8130.0,8130.png,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 0]","2, 6, 0, 8","Pullover, Shirt, T-shirt/top, Bag"
8131.0,8131.png,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]","7, 3, 1, 3","Sneaker, Dress, Trouser, Dress"
8132.0,8132.png,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","2, 1, 4, 5","Pullover, Trouser, Coat, Sandal"
8133.0,8133.png,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]","9, 3, 1, 8","Ankle boot, Dress, Trouser, Bag"
8134.0,8134.png,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","0, 2, 2, 0","T-shirt/top, Pullover, Pullover, T-shirt/top"
8135.0,8135.png,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","7, 0, 4, 8","Sneaker, T-shirt/top, Coat, Bag"
8136.0,8136.png,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0]","3, 7, 0, 1","Dress, Sneaker, T-shirt/top, Trouser"
8137.0,8137.png,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]","1, 4, 0, 3","Trouser, Coat, T-shirt/top, Dress"
8138.0,8138.png,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","8, 2, 1, 8","Bag, Pullover, Trouser, Bag"
8139.0,8139.png,"[0, 1, 1, 1, 0, 0, 1, 0, 0, 0]","3, 6, 2, 1","Dress, Shirt, Pullover, Trouser"
8140.0,8140.png,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","0, 7, 1, 7","T-shirt/top, Sneaker, Trouser, Sneaker"
8141.0,8141.png,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]","0, 0, 5, 2","T-shirt/top, T-shirt/top, Sandal, Pullover"
8142.0,8142.png,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0]","4, 4, 7, 3","Coat, Coat, Sneaker, Dress"
8143.0,8143.png,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0]","4, 7, 7, 6","Coat, Sneaker, Sneaker, Shirt"
8144.0,8144.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","9, 9, 4, 0","Ankle boot, Ankle boot, Coat, T-shirt/top"
8145.0,8145.png,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","9, 2, 9, 0","Ankle boot, Pullover, Ankle boot, T-shirt/top"
8146.0,8146.png,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]","7, 1, 8, 0","Sneaker, Trouser, Bag, T-shirt/top"
8147.0,8147.png,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0]","5, 4, 4, 2","Sandal, Coat, Coat, Pullover"
8148.0,8148.png,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 1]","3, 0, 9, 2","Dress, T-shirt/top, Ankle boot, Pullover"
8149.0,8149.png,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","7, 2, 1, 2","Sneaker, Pullover, Trouser, Pullover"
8150.0,8150.png,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","3, 3, 6, 0","Dress, Dress, Shirt, T-shirt/top"
8151.0,8151.png,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","2, 2, 7, 8","Pullover, Pullover, Sneaker, Bag"
8152.0,8152.png,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]","5, 7, 5, 6","Sandal, Sneaker, Sandal, Shirt"
8153.0,8153.png,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1]","1, 3, 0, 9","Trouser, Dress, T-shirt/top, Ankle boot"
8154.0,8154.png,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","6, 9, 5, 6","Shirt, Ankle boot, Sandal, Shirt"
8155.0,8155.png,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]","1, 7, 8, 3","Trouser, Sneaker, Bag, Dress"
8156.0,8156.png,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","9, 3, 8, 6","Ankle boot, Dress, Bag, Shirt"
8157.0,8157.png,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","8, 1, 4, 8","Bag, Trouser, Coat, Bag"
8158.0,8158.png,"[0, 0, 1, 1, 0, 1, 1, 0, 0, 0]","6, 5, 2, 3","Shirt, Sandal, Pullover, Dress"
8159.0,8159.png,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0]","1, 4, 7, 6","Trouser, Coat, Sneaker, Shirt"
8160.0,8160.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","4, 9, 9, 8","Coat, Ankle boot, Ankle boot, Bag"
8161.0,8161.png,"[0, 1, 0, 1, 0, 0, 1, 0, 1, 0]","1, 3, 6, 8","Trouser, Dress, Shirt, Bag"
8162.0,8162.png,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","2, 4, 1, 4","Pullover, Coat, Trouser, Coat"
8163.0,8163.png,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]","1, 5, 0, 9","Trouser, Sandal, T-shirt/top, Ankle boot"
8164.0,8164.png,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0]","8, 2, 5, 0","Bag, Pullover, Sandal, T-shirt/top"
8165.0,8165.png,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]","7, 3, 5, 7","Sneaker, Dress, Sandal, Sneaker"
8166.0,8166.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","1, 7, 8, 1","Trouser, Sneaker, Bag, Trouser"
8167.0,8167.png,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]","0, 3, 8, 6","T-shirt/top, Dress, Bag, Shirt"
8168.0,8168.png,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]","8, 3, 1, 7","Bag, Dress, Trouser, Sneaker"
8169.0,8169.png,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0]","2, 3, 7, 0","Pullover, Dress, Sneaker, T-shirt/top"
8170.0,8170.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","4, 8, 9, 4","Coat, Bag, Ankle boot, Coat"
8171.0,8171.png,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","1, 4, 4, 3","Trouser, Coat, Coat, Dress"
8172.0,8172.png,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]","5, 9, 9, 0","Sandal, Ankle boot, Ankle boot, T-shirt/top"
8173.0,8173.png,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","7, 7, 3, 3","Sneaker, Sneaker, Dress, Dress"
8174.0,8174.png,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]","4, 8, 8, 0","Coat, Bag, Bag, T-shirt/top"
8175.0,8175.png,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","5, 7, 6, 8","Sandal, Sneaker, Shirt, Bag"
8176.0,8176.png,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1]","9, 4, 0, 5","Ankle boot, Coat, T-shirt/top, Sandal"
8177.0,8177.png,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","4, 8, 8, 2","Coat, Bag, Bag, Pullover"
8178.0,8178.png,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0]","3, 6, 4, 8","Dress, Shirt, Coat, Bag"
8179.0,8179.png,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1]","4, 1, 2, 9","Coat, Trouser, Pullover, Ankle boot"
8180.0,8180.png,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0]","4, 8, 1, 6","Coat, Bag, Trouser, Shirt"
8181.0,8181.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","9, 9, 9, 7","Ankle boot, Ankle boot, Ankle boot, Sneaker"
8182.0,8182.png,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0]","0, 7, 4, 0","T-shirt/top, Sneaker, Coat, T-shirt/top"
8183.0,8183.png,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 0]","5, 4, 8, 2","Sandal, Coat, Bag, Pullover"
8184.0,8184.png,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","5, 2, 2, 2","Sandal, Pullover, Pullover, Pullover"
8185.0,8185.png,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 1]","9, 3, 2, 8","Ankle boot, Dress, Pullover, Bag"
8186.0,8186.png,"[0, 1, 0, 1, 0, 0, 1, 1, 0, 0]","1, 7, 3, 6","Trouser, Sneaker, Dress, Shirt"
8187.0,8187.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","0, 7, 5, 0","T-shirt/top, Sneaker, Sandal, T-shirt/top"
8188.0,8188.png,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 1]","6, 9, 5, 4","Shirt, Ankle boot, Sandal, Coat"
8189.0,8189.png,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]","1, 1, 5, 9","Trouser, Trouser, Sandal, Ankle boot"
8190.0,8190.png,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]","1, 7, 5, 8","Trouser, Sneaker, Sandal, Bag"
8191.0,8191.png,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","1, 2, 3, 0","Trouser, Pullover, Dress, T-shirt/top"
8192.0,8192.png,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","3, 8, 0, 0","Dress, Bag, T-shirt/top, T-shirt/top"
8193.0,8193.png,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0]","4, 5, 7, 2","Coat, Sandal, Sneaker, Pullover"
8194.0,8194.png,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 0]","3, 2, 6, 7","Dress, Pullover, Shirt, Sneaker"
8195.0,8195.png,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1]","0, 6, 3, 9","T-shirt/top, Shirt, Dress, Ankle boot"
8196.0,8196.png,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]","8, 6, 5, 0","Bag, Shirt, Sandal, T-shirt/top"
8197.0,8197.png,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","3, 5, 4, 5","Dress, Sandal, Coat, Sandal"
8198.0,8198.png,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1]","6, 8, 9, 6","Shirt, Bag, Ankle boot, Shirt"
8199.0,8199.png,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 1]","7, 3, 8, 9","Sneaker, Dress, Bag, Ankle boot"
8200.0,8200.png,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 1]","3, 9, 4, 7","Dress, Ankle boot, Coat, Sneaker"
8201.0,8201.png,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]","9, 3, 8, 1","Ankle boot, Dress, Bag, Trouser"
8202.0,8202.png,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1]","8, 9, 6, 2","Bag, Ankle boot, Shirt, Pullover"
8203.0,8203.png,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0]","8, 4, 5, 0","Bag, Coat, Sandal, T-shirt/top"
8204.0,8204.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]","7, 5, 9, 1","Sneaker, Sandal, Ankle boot, Trouser"
8205.0,8205.png,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","7, 9, 9, 8","Sneaker, Ankle boot, Ankle boot, Bag"
8206.0,8206.png,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","0, 0, 7, 3","T-shirt/top, T-shirt/top, Sneaker, Dress"
8207.0,8207.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","5, 5, 7, 0","Sandal, Sandal, Sneaker, T-shirt/top"
8208.0,8208.png,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1]","9, 3, 9, 8","Ankle boot, Dress, Ankle boot, Bag"
8209.0,8209.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]","1, 5, 9, 7","Trouser, Sandal, Ankle boot, Sneaker"
8210.0,8210.png,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","9, 8, 8, 2","Ankle boot, Bag, Bag, Pullover"
8211.0,8211.png,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0]","4, 6, 1, 3","Coat, Shirt, Trouser, Dress"
8212.0,8212.png,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","6, 6, 7, 8","Shirt, Shirt, Sneaker, Bag"
8213.0,8213.png,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 0]","5, 4, 2, 0","Sandal, Coat, Pullover, T-shirt/top"
8214.0,8214.png,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]","8, 5, 5, 3","Bag, Sandal, Sandal, Dress"
8215.0,8215.png,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0]","0, 2, 3, 4","T-shirt/top, Pullover, Dress, Coat"
8216.0,8216.png,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]","0, 4, 4, 8","T-shirt/top, Coat, Coat, Bag"
8217.0,8217.png,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","9, 1, 3, 4","Ankle boot, Trouser, Dress, Coat"
8218.0,8218.png,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 0]","1, 8, 4, 5","Trouser, Bag, Coat, Sandal"
8219.0,8219.png,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","4, 4, 5, 1","Coat, Coat, Sandal, Trouser"
8220.0,8220.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 1]","2, 9, 3, 3","Pullover, Ankle boot, Dress, Dress"
8221.0,8221.png,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","0, 2, 7, 5","T-shirt/top, Pullover, Sneaker, Sandal"
8222.0,8222.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1]","5, 9, 0, 7","Sandal, Ankle boot, T-shirt/top, Sneaker"
8223.0,8223.png,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]","8, 6, 5, 0","Bag, Shirt, Sandal, T-shirt/top"
8224.0,8224.png,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 0]","4, 1, 8, 7","Coat, Trouser, Bag, Sneaker"
8225.0,8225.png,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]","1, 0, 5, 3","Trouser, T-shirt/top, Sandal, Dress"
8226.0,8226.png,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 1]","3, 4, 0, 9","Dress, Coat, T-shirt/top, Ankle boot"
8227.0,8227.png,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","6, 0, 3, 5","Shirt, T-shirt/top, Dress, Sandal"
8228.0,8228.png,"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0]","3, 4, 6, 7","Dress, Coat, Shirt, Sneaker"
8229.0,8229.png,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","6, 4, 6, 3","Shirt, Coat, Shirt, Dress"
8230.0,8230.png,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","7, 5, 5, 7","Sneaker, Sandal, Sandal, Sneaker"
8231.0,8231.png,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","5, 5, 6, 4","Sandal, Sandal, Shirt, Coat"
8232.0,8232.png,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0]","0, 6, 2, 7","T-shirt/top, Shirt, Pullover, Sneaker"
8233.0,8233.png,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","9, 1, 9, 7","Ankle boot, Trouser, Ankle boot, Sneaker"
8234.0,8234.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","7, 7, 5, 1","Sneaker, Sneaker, Sandal, Trouser"
8235.0,8235.png,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 0]","2, 6, 1, 7","Pullover, Shirt, Trouser, Sneaker"
8236.0,8236.png,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","1, 1, 2, 2","Trouser, Trouser, Pullover, Pullover"
8237.0,8237.png,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","8, 8, 2, 9","Bag, Bag, Pullover, Ankle boot"
8238.0,8238.png,"[0, 1, 0, 1, 1, 0, 0, 1, 0, 0]","1, 3, 7, 4","Trouser, Dress, Sneaker, Coat"
8239.0,8239.png,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","6, 1, 6, 1","Shirt, Trouser, Shirt, Trouser"
8240.0,8240.png,"[0, 0, 1, 1, 1, 0, 0, 0, 1, 0]","2, 8, 4, 3","Pullover, Bag, Coat, Dress"
8241.0,8241.png,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","0, 8, 5, 5","T-shirt/top, Bag, Sandal, Sandal"
8242.0,8242.png,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0]","4, 6, 0, 8","Coat, Shirt, T-shirt/top, Bag"
8243.0,8243.png,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]","7, 6, 0, 6","Sneaker, Shirt, T-shirt/top, Shirt"
8244.0,8244.png,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0]","2, 6, 1, 2","Pullover, Shirt, Trouser, Pullover"
8245.0,8245.png,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1]","6, 6, 3, 9","Shirt, Shirt, Dress, Ankle boot"
8246.0,8246.png,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 0]","2, 1, 7, 6","Pullover, Trouser, Sneaker, Shirt"
8247.0,8247.png,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 0]","6, 3, 8, 7","Shirt, Dress, Bag, Sneaker"
8248.0,8248.png,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 0]","3, 0, 5, 8","Dress, T-shirt/top, Sandal, Bag"
8249.0,8249.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1]","0, 5, 9, 7","T-shirt/top, Sandal, Ankle boot, Sneaker"
8250.0,8250.png,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 0]","8, 4, 2, 6","Bag, Coat, Pullover, Shirt"
8251.0,8251.png,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","4, 5, 1, 5","Coat, Sandal, Trouser, Sandal"
8252.0,8252.png,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","1, 1, 6, 6","Trouser, Trouser, Shirt, Shirt"
8253.0,8253.png,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]","1, 9, 2, 7","Trouser, Ankle boot, Pullover, Sneaker"
8254.0,8254.png,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 0]","1, 5, 3, 7","Trouser, Sandal, Dress, Sneaker"
8255.0,8255.png,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","2, 2, 8, 8","Pullover, Pullover, Bag, Bag"
8256.0,8256.png,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1]","0, 6, 2, 9","T-shirt/top, Shirt, Pullover, Ankle boot"
8257.0,8257.png,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","8, 8, 4, 2","Bag, Bag, Coat, Pullover"
8258.0,8258.png,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]","0, 8, 7, 9","T-shirt/top, Bag, Sneaker, Ankle boot"
8259.0,8259.png,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1]","8, 7, 5, 9","Bag, Sneaker, Sandal, Ankle boot"
8260.0,8260.png,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]","4, 7, 6, 5","Coat, Sneaker, Shirt, Sandal"
8261.0,8261.png,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 1]","1, 9, 2, 6","Trouser, Ankle boot, Pullover, Shirt"
8262.0,8262.png,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 0]","2, 5, 6, 4","Pullover, Sandal, Shirt, Coat"
8263.0,8263.png,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 0]","6, 3, 5, 1","Shirt, Dress, Sandal, Trouser"
8264.0,8264.png,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","4, 8, 7, 3","Coat, Bag, Sneaker, Dress"
8265.0,8265.png,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","1, 5, 1, 0","Trouser, Sandal, Trouser, T-shirt/top"
8266.0,8266.png,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]","7, 1, 0, 8","Sneaker, Trouser, T-shirt/top, Bag"
8267.0,8267.png,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","4, 5, 4, 7","Coat, Sandal, Coat, Sneaker"
8268.0,8268.png,"[1, 0, 1, 1, 0, 0, 0, 0, 1, 0]","3, 0, 2, 8","Dress, T-shirt/top, Pullover, Bag"
8269.0,8269.png,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","0, 3, 7, 7","T-shirt/top, Dress, Sneaker, Sneaker"
8270.0,8270.png,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]","8, 3, 6, 0","Bag, Dress, Shirt, T-shirt/top"
8271.0,8271.png,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 1]","9, 2, 3, 5","Ankle boot, Pullover, Dress, Sandal"
8272.0,8272.png,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 0]","3, 4, 5, 8","Dress, Coat, Sandal, Bag"
8273.0,8273.png,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","1, 4, 7, 1","Trouser, Coat, Sneaker, Trouser"
8274.0,8274.png,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","9, 7, 5, 5","Ankle boot, Sneaker, Sandal, Sandal"
8275.0,8275.png,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]","8, 4, 0, 8","Bag, Coat, T-shirt/top, Bag"
8276.0,8276.png,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","0, 9, 7, 7","T-shirt/top, Ankle boot, Sneaker, Sneaker"
8277.0,8277.png,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","2, 3, 2, 6","Pullover, Dress, Pullover, Shirt"
8278.0,8278.png,"[1, 0, 1, 1, 0, 0, 0, 0, 1, 0]","8, 0, 3, 2","Bag, T-shirt/top, Dress, Pullover"
8279.0,8279.png,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]","6, 9, 7, 7","Shirt, Ankle boot, Sneaker, Sneaker"
8280.0,8280.png,"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]","7, 8, 3, 5","Sneaker, Bag, Dress, Sandal"
8281.0,8281.png,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]","0, 5, 4, 4","T-shirt/top, Sandal, Coat, Coat"
8282.0,8282.png,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","0, 5, 5, 0","T-shirt/top, Sandal, Sandal, T-shirt/top"
8283.0,8283.png,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0]","0, 7, 5, 4","T-shirt/top, Sneaker, Sandal, Coat"
8284.0,8284.png,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","6, 8, 7, 0","Shirt, Bag, Sneaker, T-shirt/top"
8285.0,8285.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","5, 5, 9, 9","Sandal, Sandal, Ankle boot, Ankle boot"
8286.0,8286.png,"[0, 1, 1, 0, 0, 1, 0, 0, 1, 0]","1, 2, 5, 8","Trouser, Pullover, Sandal, Bag"
8287.0,8287.png,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1]","9, 1, 2, 5","Ankle boot, Trouser, Pullover, Sandal"
8288.0,8288.png,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","7, 0, 0, 0","Sneaker, T-shirt/top, T-shirt/top, T-shirt/top"
8289.0,8289.png,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1]","0, 1, 9, 6","T-shirt/top, Trouser, Ankle boot, Shirt"
8290.0,8290.png,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","5, 8, 8, 6","Sandal, Bag, Bag, Shirt"
8291.0,8291.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1]","1, 8, 9, 7","Trouser, Bag, Ankle boot, Sneaker"
8292.0,8292.png,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0]","2, 1, 2, 6","Pullover, Trouser, Pullover, Shirt"
8293.0,8293.png,"[0, 1, 1, 0, 0, 0, 0, 1, 1, 0]","8, 1, 2, 7","Bag, Trouser, Pullover, Sneaker"
8294.0,8294.png,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 1]","9, 8, 0, 1","Ankle boot, Bag, T-shirt/top, Trouser"
8295.0,8295.png,"[0, 1, 0, 0, 1, 1, 0, 1, 0, 0]","5, 7, 1, 4","Sandal, Sneaker, Trouser, Coat"
8296.0,8296.png,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 0]","5, 1, 3, 6","Sandal, Trouser, Dress, Shirt"
8297.0,8297.png,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 1]","8, 1, 9, 5","Bag, Trouser, Ankle boot, Sandal"
8298.0,8298.png,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","0, 5, 7, 2","T-shirt/top, Sandal, Sneaker, Pullover"
8299.0,8299.png,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]","6, 3, 1, 0","Shirt, Dress, Trouser, T-shirt/top"
